,n_A,n_B,noise_level,iteration,method,improvement
2189,500,500,0.15,229,ridge,0.21015065781572295
2190,500,500,0.15,230,lasso,0.0018745170505860506
2191,500,500,0.15,230,ols,0.19319992893446936
2192,500,500,0.15,230,ridge,0.1953787628588092
2193,500,500,0.15,231,lasso,0.0024159276479655996
2194,500,500,0.15,231,ols,0.0065350478345634995
2195,500,500,0.15,231,ridge,0.008731793114397798
2196,500,500,0.15,232,lasso,0.004961148234178044
2197,500,500,0.15,232,ols,0.022817516103844047
2198,500,500,0.15,232,ridge,0.03654422653643231
2199,500,500,0.15,233,lasso,0.003986607068303902
2200,500,500,0.15,233,ols,0.01164735168027935
2201,500,500,0.15,233,ridge,0.01368289853851445
2202,500,500,0.15,234,lasso,0.001446759437896301
2203,500,500,0.15,234,ols,0.0033271776855441013
2204,500,500,0.15,234,ridge,0.00439664470170965
2205,500,500,0.15,235,lasso,0.0022348637080010997
2206,500,500,0.15,235,ols,1.0813602476850888
2207,500,500,0.15,235,ridge,0.9348137797793958
2208,500,500,0.15,236,lasso,0.0008687902185545002
2209,500,500,0.15,236,ols,0.0175722017573436
2210,500,500,0.15,236,ridge,0.010041548962330803
2211,500,500,0.15,237,lasso,0.0006594901168676503
2212,500,500,0.15,237,ols,0.051810779469253936
2213,500,500,0.15,237,ridge,0.0586135696476493
2214,500,500,0.15,238,lasso,0.0016462984226695513
2215,500,500,0.15,238,ols,0.0071464742836642526
2216,500,500,0.15,238,ridge,0.006965934886630748
2217,500,500,0.15,239,lasso,0.001959570352207049
2218,500,500,0.15,239,ols,0.0117134200026741
2219,500,500,0.15,239,ridge,0.015726857141369198
2220,500,500,0.15,240,lasso,-0.009926628445497703
2221,500,500,0.15,240,ols,0.006391617467365654
2222,500,500,0.15,240,ridge,0.012186397446798902
2223,500,500,0.15,241,lasso,0.0041516579265379015
2224,500,500,0.15,241,ols,0.1143560406989694
2225,500,500,0.15,241,ridge,0.12265521742037465
2226,500,500,0.15,242,lasso,0.002265568060875805
2227,500,500,0.15,242,ols,0.19342676554709204
2228,500,500,0.15,242,ridge,0.15535264153209652
2229,500,500,0.15,243,lasso,0.000847942701261
2230,500,500,0.15,243,ols,0.10824716723892094
2231,500,500,0.15,243,ridge,0.15326977919837964
2232,500,500,0.15,244,lasso,0.0016763506477400492
2233,500,500,0.15,244,ols,-0.001069373607853148
2234,500,500,0.15,244,ridge,0.003191158333659601
2235,500,500,0.15,245,lasso,0.0012898624165821
2236,500,500,0.15,245,ols,0.0020159870796400995
2237,500,500,0.15,245,ridge,0.002906137688559748
2238,500,500,0.15,246,lasso,0.0028065176534165497
2239,500,500,0.15,246,ols,0.009640402071055602
2240,500,500,0.15,246,ridge,0.00914599251316095
2241,500,500,0.15,247,lasso,0.00016770038619099998
2242,500,500,0.15,247,ols,0.00442040588922025
2243,500,500,0.15,247,ridge,0.007304061236848651
2244,500,500,0.15,248,lasso,0.0031263578171243
2245,500,500,0.15,248,ols,0.0419357513825669
2246,500,500,0.15,248,ridge,0.029878018802197
2247,500,500,0.15,249,lasso,0.005361848393879298
2248,500,500,0.15,249,ols,0.023258417268774745
2249,500,500,0.15,249,ridge,0.0137673814010233
2250,500,500,0.15,250,lasso,0.0034441727501143033
2251,500,500,0.15,250,ols,0.0973320248772091
2252,500,500,0.15,250,ridge,0.10014377613784545
2253,500,500,0.15,251,lasso,0.004904152255124698
2254,500,500,0.15,251,ols,0.0324178766041414
2255,500,500,0.15,251,ridge,0.040127925796151404
2256,500,500,0.15,252,lasso,0.0019005198547688005
2257,500,500,0.15,252,ols,0.07496415240341425
2258,500,500,0.15,252,ridge,0.09039399199902184
2259,500,500,0.15,253,lasso,0.0005129299365021499
2260,500,500,0.15,253,ols,0.025646799406781648
2261,500,500,0.15,253,ridge,0.0108391886018321
2262,500,500,0.15,254,lasso,0.0044253601545817004
2263,500,500,0.15,254,ols,0.0038123202675249997
2264,500,500,0.15,254,ridge,0.0132888336089364
2265,500,500,0.15,255,lasso,0.0027548202516705003
2266,500,500,0.15,255,ols,0.06398596686792635
2267,500,500,0.15,255,ridge,0.0494825863448003
2268,500,500,0.15,256,lasso,0.004583453075891654
2269,500,500,0.15,256,ols,0.0062621349968830006
2270,500,500,0.15,256,ridge,0.01173497619887325
2271,500,500,0.15,257,lasso,0.0027929001672400504
2272,500,500,0.15,257,ols,0.026217093251409553
2273,500,500,0.15,257,ridge,0.02376975048044295
2274,500,500,0.15,258,lasso,-0.0006937243655375999
2275,500,500,0.15,258,ols,0.025303212555393854
2276,500,500,0.15,258,ridge,0.028373605296072798
2277,500,500,0.15,259,lasso,0.003039763118686
2278,500,500,0.15,259,ols,0.030899530972169503
2279,500,500,0.15,259,ridge,0.031159302307901204
2280,500,500,0.15,260,lasso,0.0014502480129682499
2281,500,500,0.15,260,ols,0.03972431021761405
2282,500,500,0.15,260,ridge,0.04310810145155735
2283,500,500,0.15,261,lasso,0.0022214373087197023
2284,500,500,0.15,261,ols,0.12188708806806314
2285,500,500,0.15,261,ridge,0.1139713024776603
2286,500,500,0.15,262,lasso,0.005090992506029053
2287,500,500,0.15,262,ols,0.0672821508969904
2288,500,500,0.15,262,ridge,0.06399439093405321
2289,500,500,0.15,263,lasso,0.0013777267183592511
2290,500,500,0.15,263,ols,0.0042662314607704995
2291,500,500,0.15,263,ridge,0.00262279082320845
2292,500,500,0.15,264,lasso,0.0007677942110705484
2293,500,500,0.15,264,ols,0.007856162386102804
2294,500,500,0.15,264,ridge,0.020893028757882
2295,500,500,0.15,265,lasso,0.0018664613482582
2296,500,500,0.15,265,ols,0.01057598975794735
2297,500,500,0.15,265,ridge,0.014648740147056
2298,500,500,0.15,266,lasso,-5.1479420559353076e-05
2299,500,500,0.15,266,ols,2.550249524845016e-05
2300,500,500,0.15,266,ridge,0.00015141264931466542
2301,500,500,0.15,267,lasso,0.0024325840966109994
2302,500,500,0.15,267,ols,0.008581064091654749
2303,500,500,0.15,267,ridge,0.0078989875046262
2304,500,500,0.15,268,lasso,0.0023480216746758513
2305,500,500,0.15,268,ols,0.525792848198879
2306,500,500,0.15,268,ridge,0.4683786677000509
2307,500,500,0.15,269,lasso,0.00210032009974995
2308,500,500,0.15,269,ols,0.03427214911400115
2309,500,500,0.15,269,ridge,0.04659828359252095
2310,500,500,0.15,270,lasso,0.003612679320116949
2311,500,500,0.15,270,ols,0.04375701879623836
2312,500,500,0.15,270,ridge,0.04094596698234925
2313,500,500,0.15,271,lasso,-0.10060740521688094
2314,500,500,0.15,271,ols,-0.12357989035773326
2315,500,500,0.15,271,ridge,-0.1100181466089578
2316,500,500,0.15,272,lasso,0.0008488251387268001
2317,500,500,0.15,272,ols,-0.006407217230094849
2318,500,500,0.15,272,ridge,0.015427886479995401
2319,500,500,0.15,273,lasso,0.0071057629161848015
2320,500,500,0.15,273,ols,0.01945762130420975
2321,500,500,0.15,273,ridge,0.02174139007598025
2322,500,500,0.15,274,lasso,0.009704630337452749
2323,500,500,0.15,274,ols,0.17229095431635624
2324,500,500,0.15,274,ridge,0.1813154539981924
2325,500,500,0.15,275,lasso,0.0071927840929576995
2326,500,500,0.15,275,ols,0.0492439490717974
2327,500,500,0.15,275,ridge,0.04719053600834715
2328,500,500,0.15,276,lasso,0.0026003233831936
2329,500,500,0.15,276,ols,0.017376610023556754
2330,500,500,0.15,276,ridge,0.03225478253380085
2331,500,500,0.15,277,lasso,-3.319275029950002e-05
2332,500,500,0.15,277,ols,0.0012918367244809503
2333,500,500,0.15,277,ridge,0.0049541033795347505
2334,500,500,0.15,278,lasso,0.0018775066218852002
2335,500,500,0.15,278,ols,0.18560232148570943
2336,500,500,0.15,278,ridge,0.2326230230317685
2337,500,500,0.15,279,lasso,0.001957772311180799
2338,500,500,0.15,279,ols,0.0085925285140919
2339,500,500,0.15,279,ridge,0.0066494067739904
2340,500,500,0.15,280,lasso,-0.004411252192462299
2341,500,500,0.15,280,ols,0.15657175505123877
2342,500,500,0.15,280,ridge,0.17963407769480494
2343,500,500,0.15,281,lasso,0.004977084619229199
2344,500,500,0.15,281,ols,0.033853902088059704
2345,500,500,0.15,281,ridge,0.03137684825074705
2346,500,500,0.15,282,lasso,0.001387213730366601
2347,500,500,0.15,282,ols,0.011892447928553505
2348,500,500,0.15,282,ridge,0.025364573452572148
2349,500,500,0.15,283,lasso,0.00264522097503995
2350,500,500,0.15,283,ols,0.10510618533226765
2351,500,500,0.15,283,ridge,0.12430801452009549
2352,500,500,0.15,284,lasso,0.0067038642593533985
2353,500,500,0.15,284,ols,0.6806182632314971
2354,500,500,0.15,284,ridge,0.6644344781915216
2355,500,500,0.15,285,lasso,0.0016958888277111487
2356,500,500,0.15,285,ols,0.0021436820800862996
2357,500,500,0.15,285,ridge,0.006969667247424446
2358,500,500,0.15,286,lasso,0.0015150494762435894
2359,500,500,0.15,286,ols,0.013207528130242948
2360,500,500,0.15,286,ridge,0.014512737031835452
2361,500,500,0.15,287,lasso,0.0036763714474482008
2362,500,500,0.15,287,ols,0.03211202299508985
2363,500,500,0.15,287,ridge,0.026328321793715005
2364,500,500,0.15,288,lasso,0.007236134348154252
2365,500,500,0.15,288,ols,0.07406369457349204
2366,500,500,0.15,288,ridge,0.08438493268831729
2367,500,500,0.15,289,lasso,0.0037370332324081013
2368,500,500,0.15,289,ols,0.07248384622134875
2369,500,500,0.15,289,ridge,0.09698979626310869
2370,500,500,0.15,290,lasso,0.0008851818791070002
2371,500,500,0.15,290,ols,0.0922804865542112
2372,500,500,0.15,290,ridge,0.08891193557475285
2373,500,500,0.15,291,lasso,0.0021728968447114506
2374,500,500,0.15,291,ols,0.014738622967594803
2375,500,500,0.15,291,ridge,0.014046160272078348
2376,500,500,0.15,292,lasso,6.693344560729925e-05
2377,500,500,0.15,292,ols,0.016062410996251997
2378,500,500,0.15,292,ridge,0.017179883725744846
2379,500,500,0.15,293,lasso,0.0068997524289035
2380,500,500,0.15,293,ols,0.0035431328568414004
2381,500,500,0.15,293,ridge,0.0146855631467594
2382,500,500,0.15,294,lasso,0.0004838876538034499
2383,500,500,0.15,294,ols,0.009866689253417849
2384,500,500,0.15,294,ridge,0.04588157324564045
2385,500,500,0.15,295,lasso,1.9924857212947483e-05
2386,500,500,0.15,295,ols,-9.455808606249997e-05
2387,500,500,0.15,295,ridge,0.0009420118847651503
2388,500,500,0.15,296,lasso,0.00361786770978415
2389,500,500,0.15,296,ols,0.025678072417440453
2390,500,500,0.15,296,ridge,0.026865386904139844
2391,500,500,0.15,297,lasso,0.01031781044320685
2392,500,500,0.15,297,ols,0.27605178865976393
2393,500,500,0.15,297,ridge,0.26086889657809914
2394,500,500,0.15,298,lasso,0.0019491361537353987
2395,500,500,0.15,298,ols,0.0180949697221262
2396,500,500,0.15,298,ridge,0.0350502594199888
2397,500,500,0.15,299,lasso,0.0009107442191913998
2398,500,500,0.15,299,ols,0.010425357050555147
2399,500,500,0.15,299,ridge,0.0113028969606302
2400,500,500,0.15,300,lasso,9.723714219329925e-05
2401,500,500,0.15,300,ols,0.014220607705224694
2402,500,500,0.15,300,ridge,0.022000464944618853
2403,500,500,0.15,301,lasso,-0.0008191308189349003
2404,500,500,0.15,301,ols,0.0008772795906829499
2405,500,500,0.15,301,ridge,-0.0008714260318378
2406,500,500,0.15,302,lasso,0.0042832637891220505
2407,500,500,0.15,302,ols,0.13286355800100502
2408,500,500,0.15,302,ridge,0.1578462806369995
2409,500,500,0.15,303,lasso,0.0028720406857060477
2410,500,500,0.15,303,ols,0.07862215197912055
2411,500,500,0.15,303,ridge,0.0726094572405705
2412,500,500,0.15,304,lasso,0.0027592264159029493
2413,500,500,0.15,304,ols,0.0081548327898462
2414,500,500,0.15,304,ridge,0.006726861160978748
2415,500,500,0.15,305,lasso,7.553457198185114e-05
2416,500,500,0.15,305,ols,0.013857788084357602
2417,500,500,0.15,305,ridge,0.01575468887531705
2418,500,500,0.15,306,lasso,0.007422961305491849
2419,500,500,0.15,306,ols,0.0406823896110491
2420,500,500,0.15,306,ridge,0.04473799244543245
2421,500,500,0.15,307,lasso,0.00011789662990614909
2422,500,500,0.15,307,ols,0.02634512971857285
2423,500,500,0.15,307,ridge,0.0312298551976306
2424,500,500,0.15,308,lasso,0.0026540541843242983
2425,500,500,0.15,308,ols,0.40202967942101475
2426,500,500,0.15,308,ridge,0.3870482998578698
2427,500,500,0.15,309,lasso,0.00364066083206455
2428,500,500,0.15,309,ols,0.012861137263290242
2429,500,500,0.15,309,ridge,0.0090077207243079
2430,500,500,0.15,310,lasso,0.0003803899711288998
2431,500,500,0.15,310,ols,0.010975315435097352
2432,500,500,0.15,310,ridge,0.020668879618491294
2433,500,500,0.15,311,lasso,-0.006047652221442251
2434,500,500,0.15,311,ols,0.14132731961837786
2435,500,500,0.15,311,ridge,0.11955083150666561
2436,500,500,0.15,312,lasso,-2.586229254249986e-05
2437,500,500,0.15,312,ols,0.08644078974443548
2438,500,500,0.15,312,ridge,0.06043958964519265
2439,500,500,0.15,313,lasso,0.0049876010145938005
2440,500,500,0.15,313,ols,0.09177769487976205
2441,500,500,0.15,313,ridge,0.08449788459995736
2442,500,500,0.15,314,lasso,0.0017700935073265058
2443,500,500,0.15,314,ols,0.011109325730177049
2444,500,500,0.15,314,ridge,0.012948809940744058
2445,500,500,0.15,315,lasso,0.0018800353685204038
2446,500,500,0.15,315,ols,0.09941766329558491
2447,500,500,0.15,315,ridge,0.0725465501977077
2448,500,500,0.15,316,lasso,0.004647140124708099
2449,500,500,0.15,316,ols,0.016141207483879243
2450,500,500,0.15,316,ridge,0.023658820009093848
2451,500,500,0.15,317,lasso,0.004839707089145903
2452,500,500,0.15,317,ols,0.1500598917555428
2453,500,500,0.15,317,ridge,0.12103688108358163
2454,500,500,0.15,318,lasso,0.003237751801996506
2455,500,500,0.15,318,ols,0.12536214964552428
2456,500,500,0.15,318,ridge,0.10184279787499995
2457,500,500,0.15,319,lasso,0.0035971601708407494
2458,500,500,0.15,319,ols,0.04894746628325289
2459,500,500,0.15,319,ridge,0.042139663250967754
2460,500,500,0.15,320,lasso,0.004664739325337151
2461,500,500,0.15,320,ols,0.008687040761733152
2462,500,500,0.15,320,ridge,0.01133826891266915
2463,500,500,0.15,321,lasso,-0.016201968109998452
2464,500,500,0.15,321,ols,1.0444271845343436
2465,500,500,0.15,321,ridge,0.7434934593359919
2466,500,500,0.15,322,lasso,0.0026571518729824003
2467,500,500,0.15,322,ols,0.017414108691583
2468,500,500,0.15,322,ridge,0.05414156931896775
2469,500,500,0.15,323,lasso,-0.0242899275065269
2470,500,500,0.15,323,ols,0.0062891834669019
2471,500,500,0.15,323,ridge,-0.003673467439617901
2472,500,500,0.15,324,lasso,0.005565948279630149
2473,500,500,0.15,324,ols,0.10800831672956106
2474,500,500,0.15,324,ridge,0.1093536101196524
2475,500,500,0.15,325,lasso,-0.001288259948821351
2476,500,500,0.15,325,ols,0.005395506918809552
2477,500,500,0.15,325,ridge,0.016660031921123954
2478,500,500,0.15,326,lasso,0.0051123035446242505
2479,500,500,0.15,326,ols,0.00631679913288265
2480,500,500,0.15,326,ridge,0.008735456510039149
2481,500,500,0.15,327,lasso,-0.000803566942259951
2482,500,500,0.15,327,ols,-0.0030994126930258947
2483,500,500,0.15,327,ridge,-0.002525003443631501
2484,500,500,0.15,328,lasso,0.006061435483946597
2485,500,500,0.15,328,ols,0.2891070744559665
2486,500,500,0.15,328,ridge,0.275802642391336
2487,500,500,0.15,329,lasso,0.0020423236018371734
2488,500,500,0.15,329,ols,0.2848170847532906
2489,500,500,0.15,329,ridge,0.19969300936900192
2490,500,500,0.15,330,lasso,0.0026183017932264498
2491,500,500,0.15,330,ols,0.038348918224941145
2492,500,500,0.15,330,ridge,0.03218885797379465
2493,500,500,0.15,331,lasso,0.003681015414568046
2494,500,500,0.15,331,ols,0.0683788090857422
2495,500,500,0.15,331,ridge,0.049821869224150044
2496,500,500,0.15,332,lasso,-0.0007568483315710016
2497,500,500,0.15,332,ols,0.0176728047151732
2498,500,500,0.15,332,ridge,0.0187713009744569
2499,500,500,0.15,333,lasso,0.00803704156177205
2500,500,500,0.15,333,ols,0.05290897613887095
2501,500,500,0.15,333,ridge,0.0487589868222985
2502,500,500,0.15,334,lasso,0.004084065549501001
2503,500,500,0.15,334,ols,0.5517779868303383
2504,500,500,0.15,334,ridge,0.4781807409284933
2505,500,500,0.15,335,lasso,0.011298060001196687
2506,500,500,0.15,335,ols,0.07944467040325315
2507,500,500,0.15,335,ridge,0.100896698374068
2508,500,500,0.15,336,lasso,0.0005544506230428401
2509,500,500,0.15,336,ols,-0.00239468936893145
2510,500,500,0.15,336,ridge,0.007814946125968648
2511,500,500,0.15,337,lasso,0.0028149221785566513
2512,500,500,0.15,337,ols,0.09460634510329671
2513,500,500,0.15,337,ridge,0.09425320489634705
2514,500,500,0.15,338,lasso,7.014179812209935e-05
2515,500,500,0.15,338,ols,0.0002894599608700985
2516,500,500,0.15,338,ridge,0.00178182790228825
2517,500,500,0.15,339,lasso,0.0006850121450813023
2518,500,500,0.15,339,ols,0.03679277713197045
2519,500,500,0.15,339,ridge,0.0433120347619225
2520,500,500,0.15,340,lasso,0.005510958498764845
2521,500,500,0.15,340,ols,0.0357006499835892
2522,500,500,0.15,340,ridge,0.03281367529831755
2523,500,500,0.15,341,lasso,0.0018473284797530503
2524,500,500,0.15,341,ols,0.012153131190936549
2525,500,500,0.15,341,ridge,0.014907022260299701
2526,500,500,0.15,342,lasso,0.00346270850636695
2527,500,500,0.15,342,ols,0.030894150065714554
2528,500,500,0.15,342,ridge,0.03374715903125469
2529,500,500,0.15,343,lasso,0.002062083896188199
2530,500,500,0.15,343,ols,0.00706968177245365
2531,500,500,0.15,343,ridge,0.00827199930976265
2532,500,500,0.15,344,lasso,-0.001623284041848713
2533,500,500,0.15,344,ols,0.021881153046698104
2534,500,500,0.15,344,ridge,0.0316751845633595
2535,500,500,0.15,345,lasso,0.0010966372591769999
2536,500,500,0.15,345,ols,0.013523419305129753
2537,500,500,0.15,345,ridge,0.0140016716806864
2538,500,500,0.15,346,lasso,0.0018258376482275505
2539,500,500,0.15,346,ols,0.00772879309545275
2540,500,500,0.15,346,ridge,0.00602890312133255
2541,500,500,0.15,347,lasso,-0.002100254468792601
2542,500,500,0.15,347,ols,0.00936222965027685
2543,500,500,0.15,347,ridge,0.008761774616931298
2544,500,500,0.15,348,lasso,0.009219386339642997
2545,500,500,0.15,348,ols,0.06022513055739874
2546,500,500,0.15,348,ridge,0.06210091456685431
2547,500,500,0.15,349,lasso,0.0032767008046120528
2548,500,500,0.15,349,ols,0.017195139762357856
2549,500,500,0.15,349,ridge,0.017304544968593547
2550,500,500,0.15,350,lasso,-0.00359866295850185
2551,500,500,0.15,350,ols,-0.00043978637317155025
2552,500,500,0.15,350,ridge,0.00045314071616739914
2553,500,500,0.15,351,lasso,0.0037250330169569003
2554,500,500,0.15,351,ols,0.18037553391201816
2555,500,500,0.15,351,ridge,0.21878857798005139
2556,500,500,0.15,352,lasso,0.0102705543070305
2557,500,500,0.15,352,ols,0.05185442067748951
2558,500,500,0.15,352,ridge,0.05158693130392035
2559,500,500,0.15,353,lasso,-0.00018191148538165
2560,500,500,0.15,353,ols,0.013260173737844251
2561,500,500,0.15,353,ridge,0.011447727152209299
2562,500,500,0.15,354,lasso,0.00971288546077425
2563,500,500,0.15,354,ols,0.06931607414839286
2564,500,500,0.15,354,ridge,0.0665232725996878
2565,500,500,0.15,355,lasso,-0.02062848714904075
2566,500,500,0.15,355,ols,0.1295186358976102
2567,500,500,0.15,355,ridge,0.0793497405655436
2568,500,500,0.15,356,lasso,0.00385083826217765
2569,500,500,0.15,356,ols,0.032224288117124654
2570,500,500,0.15,356,ridge,0.03176400808939845
2571,500,500,0.15,357,lasso,0.0026085188079154123
2572,500,500,0.15,357,ols,0.05456563455150845
2573,500,500,0.15,357,ridge,0.0481440598474805
2574,500,500,0.15,358,lasso,0.0033155435869790997
2575,500,500,0.15,358,ols,0.0177706629161126
2576,500,500,0.15,358,ridge,0.027998338736828807
2577,500,500,0.15,359,lasso,0.0013515714326499508
2578,500,500,0.15,359,ols,0.024608097346389052
2579,500,500,0.15,359,ridge,0.027542186573087345
2580,500,500,0.15,360,lasso,0.00714518205691955
2581,500,500,0.15,360,ols,0.06804828723674566
2582,500,500,0.15,360,ridge,0.0563800047331028
2583,500,500,0.15,361,lasso,0.00010251064781165165
2584,500,500,0.15,361,ols,0.019698047913308793
2585,500,500,0.15,361,ridge,0.019842947966035897
2586,500,500,0.15,362,lasso,0.0015342709030551002
2587,500,500,0.15,362,ols,0.00957274720739995
2588,500,500,0.15,362,ridge,0.021210100392738504
2589,500,500,0.15,363,lasso,-1.427895041489994e-05
2590,500,500,0.15,363,ols,0.0182557516680186
2591,500,500,0.15,363,ridge,0.02463716758264165
2592,500,500,0.15,364,lasso,-0.008440819324894294
2593,500,500,0.15,364,ols,0.1454713195918425
2594,500,500,0.15,364,ridge,0.1278475546846624
2595,500,500,0.15,365,lasso,0.0051738432082853985
2596,500,500,0.15,365,ols,0.04106516112005805
2597,500,500,0.15,365,ridge,0.0359264791229415
2598,500,500,0.15,366,lasso,0.001365660704472652
2599,500,500,0.15,366,ols,0.08715566287405863
2600,500,500,0.15,366,ridge,0.1355805071496402
2601,500,500,0.15,367,lasso,0.001968646485685351
2602,500,500,0.15,367,ols,0.0351303335080223
2603,500,500,0.15,367,ridge,0.029379096391590545
2604,500,500,0.15,368,lasso,0.004162464320903699
2605,500,500,0.15,368,ols,0.026795916552327555
2606,500,500,0.15,368,ridge,0.026678337305028103
2607,500,500,0.15,369,lasso,0.0018967786710450988
2608,500,500,0.15,369,ols,0.2646520567181776
2609,500,500,0.15,369,ridge,0.24703491749940587
2610,500,500,0.15,370,lasso,-0.00037259377968059965
2611,500,500,0.15,370,ols,0.13071169042106584
2612,500,500,0.15,370,ridge,0.10935405949900551
2613,500,500,0.15,371,lasso,-0.0005012514972101492
2614,500,500,0.15,371,ols,0.017929171984593602
2615,500,500,0.15,371,ridge,0.018495029026496194
2616,500,500,0.15,372,lasso,0.00043679344034365
2617,500,500,0.15,372,ols,0.14287226159172417
2618,500,500,0.15,372,ridge,0.14948801417577795
2619,500,500,0.15,373,lasso,0.005095084863678552
2620,500,500,0.15,373,ols,0.09431790392523755
2621,500,500,0.15,373,ridge,0.0697195162281461
2622,500,500,0.15,374,lasso,0.002610522481516657
2623,500,500,0.15,374,ols,0.00972249395125625
2624,500,500,0.15,374,ridge,0.007092260116090649
2625,500,500,0.15,375,lasso,-0.0025934595645960516
2626,500,500,0.15,375,ols,-0.0257615077203567
2627,500,500,0.15,375,ridge,0.0015447718221074987
2628,500,500,0.15,376,lasso,0.0015080637957771495
2629,500,500,0.15,376,ols,-0.007217410114412803
2630,500,500,0.15,376,ridge,-0.0060342625002162
2631,500,500,0.15,377,lasso,0.00403123224066955
2632,500,500,0.15,377,ols,0.02048561799174685
2633,500,500,0.15,377,ridge,0.019737238988159798
2634,500,500,0.15,378,lasso,-0.0008171404412771512
2635,500,500,0.15,378,ols,-0.0080563362902694
2636,500,500,0.15,378,ridge,-0.005978185484840403
2637,500,500,0.15,379,lasso,0.002737670815035351
2638,500,500,0.15,379,ols,0.041476500708304304
2639,500,500,0.15,379,ridge,0.0406176488953148
2640,500,500,0.15,380,lasso,0.0010185236659916999
2641,500,500,0.15,380,ols,0.18609630465716753
2642,500,500,0.15,380,ridge,0.2068854988168224
2643,500,500,0.15,381,lasso,0.00229499450174375
2644,500,500,0.15,381,ols,0.052191473835719995
2645,500,500,0.15,381,ridge,0.0548528946225689
2646,500,500,0.15,382,lasso,0.00398334430865855
2647,500,500,0.15,382,ols,0.0088413150537266
2648,500,500,0.15,382,ridge,0.008248522861773251
2649,500,500,0.15,383,lasso,2.609282390534989e-05
2650,500,500,0.15,383,ols,1.0886018174512508
2651,500,500,0.15,383,ridge,1.0592759478163547
2652,500,500,0.15,384,lasso,0.0006195218471068472
2653,500,500,0.15,384,ols,0.05151611296693206
2654,500,500,0.15,384,ridge,0.048926516481990256
2655,500,500,0.15,385,lasso,-0.0016539628333111043
2656,500,500,0.15,385,ols,0.1010464973385583
2657,500,500,0.15,385,ridge,0.0962804965380222
2658,500,500,0.15,386,lasso,0.0008855874458990499
2659,500,500,0.15,386,ols,-0.0034618727214760503
2660,500,500,0.15,386,ridge,0.0032580784725082
2661,500,500,0.15,387,lasso,0.0016720400743709504
2662,500,500,0.15,387,ols,0.02860316796369935
2663,500,500,0.15,387,ridge,0.023075326592232902
2664,500,500,0.15,388,lasso,0.00364289789284115
2665,500,500,0.15,388,ols,0.07130915709511684
2666,500,500,0.15,388,ridge,0.0670578180109668
2667,500,500,0.15,389,lasso,0.004326456662446
2668,500,500,0.15,389,ols,0.31356498503306807
2669,500,500,0.15,389,ridge,0.2431451283691999
2670,500,500,0.15,390,lasso,0.0005515522414759992
2671,500,500,0.15,390,ols,0.07446264103710146
2672,500,500,0.15,390,ridge,0.06703380995588032
2673,500,500,0.15,391,lasso,0.0037500487086884957
2674,500,500,0.15,391,ols,0.0308588168879252
2675,500,500,0.15,391,ridge,0.03001238058436105
2676,500,500,0.15,392,lasso,0.0016634238481829482
2677,500,500,0.15,392,ols,0.00530735919039985
2678,500,500,0.15,392,ridge,0.013682793348646898
2679,500,500,0.15,393,lasso,0.001946363052851354
2680,500,500,0.15,393,ols,0.023181383960022905
2681,500,500,0.15,393,ridge,0.021394818890490545
2682,500,500,0.15,394,lasso,0.0043551523461288506
2683,500,500,0.15,394,ols,0.1184080123394558
2684,500,500,0.15,394,ridge,0.12610702172960792
2685,500,500,0.15,395,lasso,0.00199545694383195
2686,500,500,0.15,395,ols,0.26226852495986275
2687,500,500,0.15,395,ridge,0.2512866697188398
2688,500,500,0.15,396,lasso,-0.0072975543838336
2689,500,500,0.15,396,ols,0.005394199452480496
2690,500,500,0.15,396,ridge,0.005480341856778547
2691,500,500,0.15,397,lasso,0.0014778251176131496
2692,500,500,0.15,397,ols,0.0006318815126200002
2693,500,500,0.15,397,ridge,0.004347396767388647
2694,500,500,0.15,398,lasso,-0.0009353759095050502
2695,500,500,0.15,398,ols,0.007094088306346148
2696,500,500,0.15,398,ridge,0.018538912593541252
2697,500,500,0.15,399,lasso,0.007064260035303797
2698,500,500,0.15,399,ols,0.0218462777131323
2699,500,500,0.15,399,ridge,0.01733097414049495
2700,500,500,0.15,400,lasso,-0.006549185053502946
2701,500,500,0.15,400,ols,0.030736487163937197
2702,500,500,0.15,400,ridge,0.025279131661672852
2703,500,500,0.15,401,lasso,0.0023438126415871513
2704,500,500,0.15,401,ols,0.0038233873869861494
2705,500,500,0.15,401,ridge,0.00713895118741465
2706,500,500,0.15,402,lasso,0.00182461983500765
2707,500,500,0.15,402,ols,0.0371430628243046
2708,500,500,0.15,402,ridge,0.034375363297431155
2709,500,500,0.15,403,lasso,0.0016130544949763495
2710,500,500,0.15,403,ols,0.006087050455932153
2711,500,500,0.15,403,ridge,0.006099294793955648
2712,500,500,0.15,404,lasso,0.006999055046845349
2713,500,500,0.15,404,ols,0.023937890401632002
2714,500,500,0.15,404,ridge,0.021118640085864202
2715,500,500,0.15,405,lasso,0.0027138873539765004
2716,500,500,0.15,405,ols,0.07770966309172109
2717,500,500,0.15,405,ridge,0.08300396576247299
2718,500,500,0.15,406,lasso,0.0011558381361344975
2719,500,500,0.15,406,ols,0.029849224369947497
2720,500,500,0.15,406,ridge,0.0278089251537818
2721,500,500,0.15,407,lasso,-8.791288478120001e-05
2722,500,500,0.15,407,ols,0.4646405836064328
2723,500,500,0.15,407,ridge,0.39337625500775614
2724,500,500,0.15,408,lasso,0.002318118791978252
2725,500,500,0.15,408,ols,0.010253150615629697
