,n_A,n_B,noise_level,iteration,method,bench_test,cluster_test
2743,500,500,0.15,414,ols,0.06265232848481311,0.0267737772650356
2744,500,500,0.15,414,ridge,0.05330776241710285,0.021952145684798502
2745,500,500,0.15,415,lasso,0.03339970195558985,0.029689013144494597
2746,500,500,0.15,415,ols,0.15387747232351945,0.0416153535399559
2747,500,500,0.15,415,ridge,0.1026324019416439,0.03688971146865025
2748,500,500,0.15,416,lasso,0.0305972266635491,0.0232141326110438
2749,500,500,0.15,416,ols,0.05011828931785341,0.030566943157498652
2750,500,500,0.15,416,ridge,0.053251754727592096,0.028760636920954548
2751,500,500,0.15,417,lasso,0.02345123926795085,0.01834424357000055
2752,500,500,0.15,417,ols,0.06953473070298395,0.021399945907879248
2753,500,500,0.15,417,ridge,0.0732056229923322,0.0193528156995939
2754,500,500,0.15,418,lasso,0.0361116211535097,0.04410286080658215
2755,500,500,0.15,418,ols,0.08195387713606656,0.048671619863364005
2756,500,500,0.15,418,ridge,0.0820140017964433,0.04762475653101965
2757,500,500,0.15,419,lasso,0.039981054454898246,0.032780595040718896
2758,500,500,0.15,419,ols,0.1561424812997203,0.1064758916993212
2759,500,500,0.15,419,ridge,0.16473747092873314,0.07253153478157584
2760,500,500,0.15,420,lasso,0.03196234577215245,0.026199732883245702
2761,500,500,0.15,420,ols,0.0416076917471949,0.0351678996133349
2762,500,500,0.15,420,ridge,0.0399898190570991,0.030203307572369102
2763,500,500,0.15,421,lasso,0.0293711269487603,0.046425949538799804
2764,500,500,0.15,421,ols,0.04310308378349155,0.05097909091171165
2765,500,500,0.15,421,ridge,0.039496603653523546,0.04650006906908935
2766,500,500,0.15,422,lasso,0.025941998599005853,0.02900992370789155
2767,500,500,0.15,422,ols,0.051018454504183,0.03924098623997185
2768,500,500,0.15,422,ridge,0.0469480566311661,0.03122264634846555
2769,500,500,0.15,423,lasso,0.02780881673449765,0.022381481609200553
2770,500,500,0.15,423,ols,0.0537591570200308,0.02757966729899225
2771,500,500,0.15,423,ridge,0.04775244049871035,0.02438978249572325
2772,500,500,0.15,424,lasso,0.03406201908265385,0.0199829112924896
2773,500,500,0.15,424,ols,0.1075753650431012,0.0254988831841108
2774,500,500,0.15,424,ridge,0.0914195235680228,0.0207392724737142
2775,500,500,0.15,425,lasso,0.02578534188438945,0.0217380268869924
2776,500,500,0.15,425,ols,0.0532466301517536,0.023984942337755853
2777,500,500,0.15,425,ridge,0.05486265409688655,0.022278344071762497
2778,500,500,0.15,426,lasso,0.0277235626545667,0.0235078187442411
2779,500,500,0.15,426,ols,0.06003645476883675,0.0284246145847368
2780,500,500,0.15,426,ridge,0.0514631088398129,0.0305899654631512
2781,500,500,0.15,427,lasso,0.038467636421545603,0.03953053359766785
2782,500,500,0.15,427,ols,0.12688982608547944,0.08164466319854741
2783,500,500,0.15,427,ridge,0.125675397749816,0.0420997867249151
2784,500,500,0.15,428,lasso,0.03484197936913715,0.03136223724997475
2785,500,500,0.15,428,ols,1.865483340390027,0.05232610527442835
2786,500,500,0.15,428,ridge,1.3363452740088158,0.045454231798813846
2787,500,500,0.15,429,lasso,0.045583400811509495,0.04483147932625155
2788,500,500,0.15,429,ols,0.19892347211451838,0.08491753024637955
2789,500,500,0.15,429,ridge,0.18865045519181034,0.07941299077530715
2790,500,500,0.15,430,lasso,0.04403390905078085,0.06743309225100375
2791,500,500,0.15,430,ols,0.3529505402098557,0.13882032187462134
2792,500,500,0.15,430,ridge,0.4268639815251899,0.11086468648327345
2793,500,500,0.15,431,lasso,0.039323446878236856,0.028778826234058953
2794,500,500,0.15,431,ols,0.0831970111804038,0.032427787480026504
2795,500,500,0.15,431,ridge,0.0688911143447293,0.0310233851095202
2796,500,500,0.15,432,lasso,0.0376520066758685,0.03630789533984175
2797,500,500,0.15,432,ols,0.0713203199917937,0.03978785578356005
2798,500,500,0.15,432,ridge,0.05951441396140845,0.039727848687857545
2799,500,500,0.15,433,lasso,0.03872552940900575,0.030178346434334202
2800,500,500,0.15,433,ols,0.12130095019907636,0.057206448380668046
2801,500,500,0.15,433,ridge,0.11041933108864055,0.0367847367609577
2802,500,500,0.15,434,lasso,0.0376261691287173,0.03157164766094055
2803,500,500,0.15,434,ols,0.1026448188943333,0.03612717122297015
2804,500,500,0.15,434,ridge,0.1008478741580682,0.03524772118523635
2805,500,500,0.15,435,lasso,0.03449501147473365,0.0208166666980063
2806,500,500,0.15,435,ols,0.053311456879861205,0.026047573728702998
2807,500,500,0.15,435,ridge,0.0561419522214631,0.0244444131383989
2808,500,500,0.15,436,lasso,0.02918160576509855,0.02726976671083475
2809,500,500,0.15,436,ols,0.16125376106673928,0.0337015774286273
2810,500,500,0.15,436,ridge,0.1525881988219835,0.0283176210606464
2811,500,500,0.15,437,lasso,0.03039131998557905,0.0214592867910761
2812,500,500,0.15,437,ols,0.13490877060223624,0.023883237130227
2813,500,500,0.15,437,ridge,0.12486883790884054,0.02691444711097925
2814,500,500,0.15,438,lasso,0.038503337524037604,0.03684256369163805
2815,500,500,0.15,438,ols,0.07355235788126745,0.0687024288773643
2816,500,500,0.15,438,ridge,0.06570888979349379,0.038078088088281045
2817,500,500,0.15,439,lasso,0.02362564954614755,0.0222448597359909
2818,500,500,0.15,439,ols,0.04833518504510575,0.02811013070072335
2819,500,500,0.15,439,ridge,0.0413232703268865,0.0240608122821719
2820,500,500,0.15,440,lasso,0.0280371828144408,0.02116859583716325
2821,500,500,0.15,440,ols,0.0464647343420087,0.024154489686004497
2822,500,500,0.15,440,ridge,0.04630085313127985,0.022747483055665
2823,500,500,0.15,441,lasso,0.032907647214767397,0.0277792393040839
2824,500,500,0.15,441,ols,0.04990444638990485,0.035637946231129605
2825,500,500,0.15,441,ridge,0.05070593594610555,0.033848731198738505
2826,500,500,0.15,442,lasso,0.028653428449846953,0.02381320092889915
2827,500,500,0.15,442,ols,0.17829002989680584,0.0462555319580074
2828,500,500,0.15,442,ridge,0.15139521869477823,0.0266830595871387
2829,500,500,0.15,443,lasso,0.033522734171621105,0.0298758817077878
2830,500,500,0.15,443,ols,0.05828991013825445,0.054089143521886554
2831,500,500,0.15,443,ridge,0.055229892074291104,0.0376727911638817
2832,500,500,0.15,444,lasso,0.03530539208573315,0.024118084179554702
2833,500,500,0.15,444,ols,0.07021715740478734,0.0284460528233558
2834,500,500,0.15,444,ridge,0.0641981272273372,0.0256484100005007
2835,500,500,0.15,445,lasso,0.034741626270846204,0.02953314431979365
2836,500,500,0.15,445,ols,0.09349282641733431,0.03580935948394215
2837,500,500,0.15,445,ridge,0.08533231512970721,0.029172895988093653
2838,500,500,0.15,446,lasso,0.02616636189023895,0.02457931798307765
2839,500,500,0.15,446,ols,0.0659874257121815,0.0311562164100139
2840,500,500,0.15,446,ridge,0.0530530593016976,0.02930180799594565
2841,500,500,0.15,447,lasso,0.03059647700498015,0.02392511185720705
2842,500,500,0.15,447,ols,0.05254840105075575,0.02805947815298385
2843,500,500,0.15,447,ridge,0.0489027415431796,0.0288093573562813
2844,500,500,0.15,448,lasso,0.04069191866602265,0.05776841743892305
2845,500,500,0.15,448,ols,0.0769441542226685,0.07418960177512551
2846,500,500,0.15,448,ridge,0.07516834171058764,0.06305142296070476
2847,500,500,0.15,449,lasso,0.03794420994419715,0.024746328539802798
2848,500,500,0.15,449,ols,0.055871370616968646,0.02503128486833105
2849,500,500,0.15,449,ridge,0.05438312950686905,0.0228758671178264
2850,500,500,0.15,450,lasso,0.031426287012770546,0.018551674551231502
2851,500,500,0.15,450,ols,0.058317830898186596,0.023402868194897848
2852,500,500,0.15,450,ridge,0.056844612665841995,0.0211350644787009
2853,500,500,0.15,451,lasso,0.0259490945716902,0.0232728279891384
2854,500,500,0.15,451,ols,0.03445448474068775,0.03561720354953955
2855,500,500,0.15,451,ridge,0.032584421096521696,0.02372046601573925
2856,500,500,0.15,452,lasso,0.032215722719992804,0.03462973126050975
2857,500,500,0.15,452,ols,0.16677841327707035,0.04227597312498925
2858,500,500,0.15,452,ridge,0.14502904604560268,0.032440330944972603
2859,500,500,0.15,453,lasso,0.04010871004246975,0.04281321578068785
2860,500,500,0.15,453,ols,0.2120245829806981,0.17526128606488334
2861,500,500,0.15,453,ridge,0.19576951831272327,0.14434503890077122
2862,500,500,0.15,454,lasso,0.0325720806064198,0.0333961378331517
2863,500,500,0.15,454,ols,0.06393160588913695,0.03885250805674535
2864,500,500,0.15,454,ridge,0.0648778475162875,0.0388859614377494
2865,500,500,0.15,455,lasso,0.03269730756855935,0.02390402832618485
2866,500,500,0.15,455,ols,0.0500311833745012,0.043459796396023
2867,500,500,0.15,455,ridge,0.051289023938653505,0.0268299496271115
2868,500,500,0.15,456,lasso,0.0377807133562101,0.02972094144196595
2869,500,500,0.15,456,ols,0.13159923880727795,0.0451400751061264
2870,500,500,0.15,456,ridge,0.12625522655276394,0.03501887841543885
2871,500,500,0.15,457,lasso,0.030136617321189302,0.03434377104580915
2872,500,500,0.15,457,ols,0.09028370137953715,0.040666283437759895
2873,500,500,0.15,457,ridge,0.08703709778315125,0.03576672570945785
2874,500,500,0.15,458,lasso,0.0432088459429672,0.0342216713098627
2875,500,500,0.15,458,ols,0.06840285123325879,0.0405010011766619
2876,500,500,0.15,458,ridge,0.0592117312736891,0.03903347210714145
2877,500,500,0.15,459,lasso,0.02849636097451015,0.0280469472085728
2878,500,500,0.15,459,ols,0.051981035931694355,0.03145503901101595
2879,500,500,0.15,459,ridge,0.0495689683573897,0.02987068217692515
2880,500,500,0.15,460,lasso,0.0346021966281689,0.03192318944930875
2881,500,500,0.15,460,ols,1.2929004740705978,0.04418696186912385
2882,500,500,0.15,460,ridge,0.9328595580071046,0.0420181425969935
2883,500,500,0.15,461,lasso,0.03180753260575935,0.0300033542229465
2884,500,500,0.15,461,ols,0.06309564347508435,0.03476594640370305
2885,500,500,0.15,461,ridge,0.054437099818809245,0.03594511202506685
2886,500,500,0.15,462,lasso,0.02819106354270055,0.02277196699870055
2887,500,500,0.15,462,ols,0.0481501320218451,0.03505530022260635
2888,500,500,0.15,462,ridge,0.0540179825952099,0.02870339907639395
2889,500,500,0.15,463,lasso,0.02913299587697355,0.0334221468743235
2890,500,500,0.15,463,ols,0.1647819542012417,0.03885388548250725
2891,500,500,0.15,463,ridge,0.1627297476963004,0.03362177842075325
2892,500,500,0.15,464,lasso,0.029221172284149798,0.0235743873960816
2893,500,500,0.15,464,ols,0.0886043781086777,0.0413382536743952
2894,500,500,0.15,464,ridge,0.087427132890435,0.0262661106558418
2895,500,500,0.15,465,lasso,0.035626516339788056,0.02864173680264225
2896,500,500,0.15,465,ols,0.07177655633237635,0.0379020088749166
2897,500,500,0.15,465,ridge,0.05762750268731315,0.035098432202913296
2898,500,500,0.15,466,lasso,0.036676389587893155,0.0351887883857783
2899,500,500,0.15,466,ols,0.08897742565228026,0.07923730386899405
2900,500,500,0.15,466,ridge,0.08661376472132976,0.0594778577222643
2901,500,500,0.15,467,lasso,0.0348323067181498,0.030693888514597603
2902,500,500,0.15,467,ols,0.054837256571982795,0.0548791479355704
2903,500,500,0.15,467,ridge,0.0465413545822575,0.0311470903258569
2904,500,500,0.15,468,lasso,0.05793984137856785,0.0645183123309365
2905,500,500,0.15,468,ols,0.0938555374396503,0.09997560086825975
2906,500,500,0.15,468,ridge,0.09076810655201265,0.04882945752593275
2907,500,500,0.15,469,lasso,0.02523143016473435,0.022402025218794898
2908,500,500,0.15,469,ols,0.09788544167263015,0.04474763819495785
2909,500,500,0.15,469,ridge,0.09081415957016431,0.031749663646850154
2910,500,500,0.15,470,lasso,0.032686249422080746,0.02557957886999565
2911,500,500,0.15,470,ols,1.2780616591297957,0.05085088877400175
2912,500,500,0.15,470,ridge,0.9719500328360215,0.0274151618857241
2913,500,500,0.15,471,lasso,0.02770959414492745,0.02213623958359815
2914,500,500,0.15,471,ols,0.043523445752527146,0.0319698692937897
2915,500,500,0.15,471,ridge,0.0408122126060875,0.022899963522738147
2916,500,500,0.15,472,lasso,0.02769246935077985,0.02706529294187425
2917,500,500,0.15,472,ols,0.0741206200430953,0.0342167283872455
2918,500,500,0.15,472,ridge,0.0828190225261301,0.03097060343192705
2919,500,500,0.15,473,lasso,0.0350529002570518,0.0358512353034518
2920,500,500,0.15,473,ols,0.07605154969573125,0.051739739819695346
2921,500,500,0.15,473,ridge,0.07597788494563175,0.044145813362990796
2922,500,500,0.15,474,lasso,0.0298924937838424,0.025948532318055502
2923,500,500,0.15,474,ols,0.09601104213813536,0.02825552349919255
2924,500,500,0.15,474,ridge,0.09579081270656616,0.02739680049964495
2925,500,500,0.15,475,lasso,0.02573538572966235,0.020113830003112003
2926,500,500,0.15,475,ols,0.2414807447383336,0.0274459504935766
2927,500,500,0.15,475,ridge,0.1972148143551574,0.02264366681129465
2928,500,500,0.15,476,lasso,0.048044818893504704,0.04617843429953605
2929,500,500,0.15,476,ols,0.18926624269801667,0.09004000101407364
2930,500,500,0.15,476,ridge,0.1592043585450903,0.05531740011178065
2931,500,500,0.15,477,lasso,0.03063852027588445,0.03373938706525155
2932,500,500,0.15,477,ols,0.0685706841261995,0.0493961486611171
2933,500,500,0.15,477,ridge,0.058159950466915,0.0304968009870678
2934,500,500,0.15,478,lasso,0.03010693029276475,0.02804095443520295
2935,500,500,0.15,478,ols,0.9137603109018975,0.03075853688590825
2936,500,500,0.15,478,ridge,0.7194808010604887,0.0303486976504527
2937,500,500,0.15,479,lasso,0.02774743650302785,0.02263249738436705
2938,500,500,0.15,479,ols,0.040211006382262146,0.02701864235903835
2939,500,500,0.15,479,ridge,0.0363118630774171,0.02544748374851335
2940,500,500,0.15,480,lasso,0.037005605850575995,0.0450883662597841
2941,500,500,0.15,480,ols,0.0816378782628669,0.03879622269790595
2942,500,500,0.15,480,ridge,0.08069558404407365,0.0409644018663177
2943,500,500,0.15,481,lasso,0.0299066048434558,0.029359358984284448
2944,500,500,0.15,481,ols,0.09189868011468665,0.0954218428205561
2945,500,500,0.15,481,ridge,0.08356365847976426,0.02866130457245245
2946,500,500,0.15,482,lasso,0.02487726241253435,0.021188915229565952
2947,500,500,0.15,482,ols,0.02851643732096045,0.02651190004946295
2948,500,500,0.15,482,ridge,0.02901446529914165,0.024509282926314553
2949,500,500,0.15,483,lasso,0.0338475809210129,0.02693981346328295
2950,500,500,0.15,483,ols,0.0751017807990104,0.06244540696510755
2951,500,500,0.15,483,ridge,0.0725683992044028,0.04180065894149265
2952,500,500,0.15,484,lasso,0.02864456919763165,0.02201384611525355
2953,500,500,0.15,484,ols,0.5122710840705471,0.02879361065161655
2954,500,500,0.15,484,ridge,0.39775716300345554,0.0230538980395147
2955,500,500,0.15,485,lasso,0.04562336429220875,0.04016919809128715
2956,500,500,0.15,485,ols,0.08586530009876064,0.055492940123822304
2957,500,500,0.15,485,ridge,0.07582457646259275,0.049614148413671094
2958,500,500,0.15,486,lasso,0.0388657082179,0.02588802525525105
2959,500,500,0.15,486,ols,0.19030013094634105,0.028672833584072903
2960,500,500,0.15,486,ridge,0.19873242442884476,0.027383282380509
2961,500,500,0.15,487,lasso,0.0263105722638348,0.0248068638110682
2962,500,500,0.15,487,ols,3.80111678915896,0.037129471767255146
2963,500,500,0.15,487,ridge,2.20099405108206,0.028558522524568447
2964,500,500,0.15,488,lasso,0.0262525734433487,0.024615414552965398
2965,500,500,0.15,488,ols,0.3695411262120501,0.03167452814737625
2966,500,500,0.15,488,ridge,0.3628475662344858,0.02640014258357255
2967,500,500,0.15,489,lasso,0.0345103871416164,0.026310385560967
2968,500,500,0.15,489,ols,0.12308700373894975,0.0362568569788642
2969,500,500,0.15,489,ridge,0.11389900764401589,0.032957365999945
2970,500,500,0.15,490,lasso,0.0290901080025031,0.0243843328627978
2971,500,500,0.15,490,ols,0.18435650473773074,0.05252632067325935
2972,500,500,0.15,490,ridge,0.174603384371469,0.031038385515131252
2973,500,500,0.15,491,lasso,0.0332993722770137,0.027277026873517553
2974,500,500,0.15,491,ols,0.07506039541088105,0.05531720622967425
2975,500,500,0.15,491,ridge,0.0631041109286321,0.034597505931255254
2976,500,500,0.15,492,lasso,0.0408639961639117,0.0351878888494337
2977,500,500,0.15,492,ols,0.0680979279117945,0.05442108116296445
2978,500,500,0.15,492,ridge,0.0657887699286352,0.045928900142147955
2979,500,500,0.15,493,lasso,0.042356859763840946,0.0317851855185921
2980,500,500,0.15,493,ols,0.0777952551245811,0.03905588887081405
2981,500,500,0.15,493,ridge,0.07345699236924785,0.03463917628413045
2982,500,500,0.15,494,lasso,0.028519876056641948,0.0277589455396981
2983,500,500,0.15,494,ols,7.168924529828788,0.03448665166546275
2984,500,500,0.15,494,ridge,2.637551524624245,0.0330988273542619
2985,500,500,0.15,495,lasso,0.023511313026935203,0.02115666319693655
2986,500,500,0.15,495,ols,0.034625620334690105,0.0224684282542102
2987,500,500,0.15,495,ridge,0.0330274373516385,0.02178562333934165
2988,500,500,0.15,496,lasso,0.023913323652957,0.0266416252740144
2989,500,500,0.15,496,ols,0.05255776795702725,0.03063569744189145
2990,500,500,0.15,496,ridge,0.051977845012229004,0.02819015906787185
2991,500,500,0.15,497,lasso,0.03647512201858095,0.0279317891424989
2992,500,500,0.15,497,ols,0.12712046319908765,0.0336046577045636
2993,500,500,0.15,497,ridge,0.11160287145138659,0.03011578712345225
2994,500,500,0.15,498,lasso,0.02291404670903155,0.019712596768116
2995,500,500,0.15,498,ols,0.0734814928966134,0.0360923218165511
2996,500,500,0.15,498,ridge,0.06802784638604255,0.0224507934355341
2997,500,500,0.15,499,lasso,0.02546411567193925,0.024514046778768298
2998,500,500,0.15,499,ols,0.04649718581551085,0.02960822333500735
2999,500,500,0.15,499,ridge,0.04181695443280025,0.0259449968361885
3000,500,500,0.2,0,lasso,0.04562790596205405,0.0388487067227888
3001,500,500,0.2,0,ols,0.069970101842775,0.054076516347978096
3002,500,500,0.2,0,ridge,0.0661244558083055,0.038831794362974154
3003,500,500,0.2,1,lasso,0.0494514013851577,0.048908809375322
3004,500,500,0.2,1,ols,0.0971391228749181,0.0503390880977681
3005,500,500,0.2,1,ridge,0.08164544866457896,0.051673741484070904
3006,500,500,0.2,2,lasso,0.0869529905021556,0.07942202064968246
3007,500,500,0.2,2,ols,0.9401471722501415,0.10684126846243486
3008,500,500,0.2,2,ridge,1.04760162287891,0.09130558059372015
3009,500,500,0.2,3,lasso,0.11279640730404164,0.0953241812308008
3010,500,500,0.2,3,ols,0.42018680694567423,0.12069380612737954
3011,500,500,0.2,3,ridge,0.4200224743201162,0.12896831686010005
3012,500,500,0.2,4,lasso,0.0648483578719112,0.053688568635692255
3013,500,500,0.2,4,ols,0.2321864868450919,0.08059569334656094
3014,500,500,0.2,4,ridge,0.21797618782953865,0.06695080853497665
3015,500,500,0.2,5,lasso,0.08212440559271689,0.05765031092107045
3016,500,500,0.2,5,ols,0.15871543964386903,0.06893962849618884
3017,500,500,0.2,5,ridge,0.16227087644149374,0.06554097097882394
3018,500,500,0.2,6,lasso,0.0464106255613637,0.04283730718141205
3019,500,500,0.2,6,ols,0.09318148013239219,0.048885800163274554
3020,500,500,0.2,6,ridge,0.09045571686008616,0.043539079711741854
3021,500,500,0.2,7,lasso,0.042402354260972955,0.0516372169696743
3022,500,500,0.2,7,ols,0.07912265367876235,0.10050528851475954
3023,500,500,0.2,7,ridge,0.0779439710133614,0.09375693058134216
3024,500,500,0.2,8,lasso,0.0534089105625321,0.046810066453275054
3025,500,500,0.2,8,ols,0.16770762029129177,0.05249545535401435
3026,500,500,0.2,8,ridge,0.18408900444743148,0.050191697547924546
3027,500,500,0.2,9,lasso,0.04936990239045285,0.0357528949979253
3028,500,500,0.2,9,ols,0.12494396919378485,0.054924252005222204
3029,500,500,0.2,9,ridge,0.1285699589912977,0.040345450259004295
3030,500,500,0.2,10,lasso,0.06663018322103526,0.04762593020974085
3031,500,500,0.2,10,ols,0.1718859572830502,0.0720538851683627
3032,500,500,0.2,10,ridge,0.16289341291472936,0.05460897228992325
3033,500,500,0.2,11,lasso,0.0495387521617488,0.04573625209328905
3034,500,500,0.2,11,ols,0.08262163668580375,0.0542940549309245
3035,500,500,0.2,11,ridge,0.060938155504965355,0.04464480052689935
3036,500,500,0.2,12,lasso,0.056407024582114496,0.07034952717514731
3037,500,500,0.2,12,ols,0.3298140103139192,0.17362013130112997
3038,500,500,0.2,12,ridge,0.3316445593269707,0.09313468819479605
3039,500,500,0.2,13,lasso,0.0547730388250467,0.04123295076243105
3040,500,500,0.2,13,ols,0.0757316671932709,0.04568298174125285
3041,500,500,0.2,13,ridge,0.07723481563563356,0.043705951843251656
3042,500,500,0.2,14,lasso,0.07216536626424361,0.04057636973769935
3043,500,500,0.2,14,ols,0.11686745760704555,0.05325606650161565
3044,500,500,0.2,14,ridge,0.10984652822639074,0.045181561366910095
3045,500,500,0.2,15,lasso,0.06401649920757205,0.057878243437796045
3046,500,500,0.2,15,ols,0.4718640203076958,0.08113288645315725
3047,500,500,0.2,15,ridge,0.3860896105857031,0.0619633584912082
3048,500,500,0.2,16,lasso,0.08731541530182435,0.05198988760372855
3049,500,500,0.2,16,ols,0.1484580644130905,0.07240841463676276
3050,500,500,0.2,16,ridge,0.15328002320685474,0.0685145504979385
3051,500,500,0.2,17,lasso,0.06908655495236266,0.0521643931482078
3052,500,500,0.2,17,ols,0.4713380344735501,0.0754442678309723
3053,500,500,0.2,17,ridge,0.3891526844626144,0.0513514297691395
3054,500,500,0.2,18,lasso,0.05617515599296315,0.038170793239400355
3055,500,500,0.2,18,ols,0.11828088231803036,0.04424209220265065
3056,500,500,0.2,18,ridge,0.11499433319509675,0.0379139215120533
3057,500,500,0.2,19,lasso,0.055853155787446346,0.0444793083730627
3058,500,500,0.2,19,ols,0.09176310923718405,0.05427296396659165
3059,500,500,0.2,19,ridge,0.08456880576135015,0.04954275758067565
3060,500,500,0.2,20,lasso,0.0849023340816833,0.06593723377241835
3061,500,500,0.2,20,ols,0.29661898815798715,0.084548984817641
3062,500,500,0.2,20,ridge,0.28879650498711196,0.08009141567777335
3063,500,500,0.2,21,lasso,0.05528361163700815,0.047747589373803495
3064,500,500,0.2,21,ols,0.2018723116277728,0.0683362812576379
3065,500,500,0.2,21,ridge,0.17496436736698923,0.05422104936373235
3066,500,500,0.2,22,lasso,0.05514953821705425,0.038044570670885444
3067,500,500,0.2,22,ols,0.1781305910243158,0.04700949248986285
3068,500,500,0.2,22,ridge,0.164996989737839,0.04161977362446915
3069,500,500,0.2,23,lasso,0.07659287290034819,0.0482427477181442
3070,500,500,0.2,23,ols,0.16840326794796318,0.059059092170152205
3071,500,500,0.2,23,ridge,0.15660803017807315,0.05059042627363985
3072,500,500,0.2,24,lasso,0.06275821543447485,0.06023480252323525
3073,500,500,0.2,24,ols,1.7171395064300423,0.0620498284101486
3074,500,500,0.2,24,ridge,1.7186159844262412,0.06113514069668535
3075,500,500,0.2,25,lasso,0.06179371111858895,0.05623111382843405
3076,500,500,0.2,25,ols,0.8532560561559167,0.7778722889505416
3077,500,500,0.2,25,ridge,0.8352746126374138,0.739705315785765
3078,500,500,0.2,26,lasso,0.06738681313619099,0.050675836711195646
3079,500,500,0.2,26,ols,0.4409612623559669,0.0661262985694597
3080,500,500,0.2,26,ridge,0.37953075364969374,0.0531626037687736
3081,500,500,0.2,27,lasso,0.06596819470617846,0.0730035976426785
3082,500,500,0.2,27,ols,0.1839683619816304,0.19470917633639784
3083,500,500,0.2,27,ridge,0.15253676570708866,0.2086190486291992
3084,500,500,0.2,28,lasso,0.06086002240270235,0.055045181191668596
3085,500,500,0.2,28,ols,0.09059347836159934,0.06637553417478781
3086,500,500,0.2,28,ridge,0.08619314755389304,0.0614592237988657
3087,500,500,0.2,29,lasso,0.0454315505061023,0.0352769555581299
3088,500,500,0.2,29,ols,0.06414327470808015,0.038887111347842396
3089,500,500,0.2,29,ridge,0.0549968522029039,0.038854628416880505
3090,500,500,0.2,30,lasso,0.06648590417454026,0.042619084663065854
3091,500,500,0.2,30,ols,0.1160797535322973,0.06965828024717885
3092,500,500,0.2,30,ridge,0.10089378106929925,0.0479455872245483
3093,500,500,0.2,31,lasso,0.0754353729588077,0.055748715237051
3094,500,500,0.2,31,ols,0.2639108297964196,0.16935878343212923
3095,500,500,0.2,31,ridge,0.22364353502888465,0.09250887398732205
3096,500,500,0.2,32,lasso,0.06329599224165455,0.0485375366317916
3097,500,500,0.2,32,ols,0.21835019967331476,0.0810461245165464
3098,500,500,0.2,32,ridge,0.188727814949086,0.05555961270234175
3099,500,500,0.2,33,lasso,0.09049069444053855,0.0714402280679648
3100,500,500,0.2,33,ols,0.2737123094302863,0.08232110010440605
3101,500,500,0.2,33,ridge,0.2523934344330254,0.08130188732832766
3102,500,500,0.2,34,lasso,0.0786748721944995,0.05026227904619475
3103,500,500,0.2,34,ols,0.1436743227647618,0.04979942352317275
3104,500,500,0.2,34,ridge,0.13954660440967886,0.04625739558627705
3105,500,500,0.2,35,lasso,0.0639445474872055,0.0460948385404477
3106,500,500,0.2,35,ols,0.0901387207961849,0.07221274518830084
3107,500,500,0.2,35,ridge,0.0891037254139316,0.0579744120202598
3108,500,500,0.2,36,lasso,0.06303292044492101,0.0408261754165878
3109,500,500,0.2,36,ols,2.337809214521683,0.0451946839710543
3110,500,500,0.2,36,ridge,1.9916236061202206,0.042810870308821705
3111,500,500,0.2,37,lasso,0.0539968670967177,0.046563511830587795
3112,500,500,0.2,37,ols,1.0351194628359606,0.053422236062443895
3113,500,500,0.2,37,ridge,1.0203419205953095,0.04852902030107745
3114,500,500,0.2,38,lasso,0.05631681986268475,0.04975915439667815
3115,500,500,0.2,38,ols,0.09865148907283519,0.06198933084306285
3116,500,500,0.2,38,ridge,0.07716429089398465,0.0523370833400633
3117,500,500,0.2,39,lasso,0.056492217884217155,0.0541009760254831
3118,500,500,0.2,39,ols,0.16457201630853954,0.0793314992493654
3119,500,500,0.2,39,ridge,0.14764395846257886,0.0686376512549565
3120,500,500,0.2,40,lasso,0.060484049651178554,0.04362405350369155
3121,500,500,0.2,40,ols,0.2839817090159955,0.0490299756190579
3122,500,500,0.2,40,ridge,0.23551701559353128,0.04485963441651945
3123,500,500,0.2,41,lasso,0.0677695098651208,0.0536843281650524
3124,500,500,0.2,41,ols,0.14501447225099215,0.063042417016455
3125,500,500,0.2,41,ridge,0.1384269140871645,0.059061196370490746
3126,500,500,0.2,42,lasso,0.08265452582112495,0.045760995557245
3127,500,500,0.2,42,ols,0.2963879493477003,0.052639637284416646
3128,500,500,0.2,42,ridge,0.22531375824953254,0.047596096714841746
3129,500,500,0.2,43,lasso,0.05746170660510605,0.05627954767333055
3130,500,500,0.2,43,ols,0.5125277315420513,0.13443022232649435
3131,500,500,0.2,43,ridge,0.4767096113357512,0.1022648633829604
3132,500,500,0.2,44,lasso,0.06282015418653755,0.0506769204651129
3133,500,500,0.2,44,ols,0.14566337093764758,0.0841501630849993
3134,500,500,0.2,44,ridge,0.1382002435471921,0.0564904126501376
3135,500,500,0.2,45,lasso,0.03698636194199505,0.0398321841056337
3136,500,500,0.2,45,ols,0.043161406797331395,0.04899905826121685
3137,500,500,0.2,45,ridge,0.042472965091638046,0.0377917165513288
3138,500,500,0.2,46,lasso,0.06064433351991515,0.04335705803968605
3139,500,500,0.2,46,ols,0.23617784477633375,0.05782730552748275
3140,500,500,0.2,46,ridge,0.23854314002209345,0.0488810282080379
3141,500,500,0.2,47,lasso,0.0612904256069383,0.0415249486392261
3142,500,500,0.2,47,ols,0.13734964790341453,0.06016872560988075
3143,500,500,0.2,47,ridge,0.12081702555779095,0.04857205027338815
3144,500,500,0.2,48,lasso,0.0497847227077233,0.0471581202532797
3145,500,500,0.2,48,ols,0.09706740719059351,0.04928457639755655
